class,freq,invalid
facial,10,0
casts,0,0
wineglass,1,0
uncut,0,0
Scene,0,0
steals,0,0
multistory,0,0
weed,6,0
eater,0,0
sculptor,10,0
harpsichord,0,0
harvests,0,0
herbs,12,0
DJing,1,0
Smirnoff,1,0
sinkhole,0,0
SuperMarket,0,0
Barcelona,1,0
We,5,0
Teams,1,0
Kayaks,1,0
Powerade,0,0
sponsored,0,0
squares,2,0
flatscreen,0,0
relaxed,0,0
zip,1,0
horn,13,0
regains,0,0
composure,0,0
kayaks,19,0
satellite,0,0
quad,2,0
blader,0,0
Cop,2,0
cops,4,0
conduit,1,0
appropriate,0,0
Commuters,6,1
responding,0,0
dig,1,0
sellers,0,0
stock,1,0
looked,0,0
TEAM,1,0
PENSKE,0,0
36,0,0
sucker,4,0
somersault,0,0
sweatbands,0,0
obscure,0,0
sip,0,0
fishscales,0,0
rubs,0,0
kitten,17,0
showcases,0,0
mechanics,5,0
lugging,0,0
pumpkins,13,0
steered,0,0
Egyptian,0,0
workmen,11,0
streetlights,9,0
active,0,0
assembling,0,0
aluminum,4,0
fiddle,0,0
spashes,0,0
vibrantly,0,0
collard,0,0
aerosol,0,0
lockers,7,0
slinky,0,0
sibling,0,0
basins,1,0
bunched,0,0
tablecloths,4,0
splits,0,0
again,0,0
pc,0,0
bounds,0,0
Unicyclist,1,0
Sculptor,1,0
veteran,2,0
pretzels,11,0
granite,2,0
SVA,0,0
Theatre,1,0
dessert,6,0
wake,2,0
volunteers,5,0
acrobat,0,0
anticipation,0,0
uggs,1,0
sweat,5,0
interested,2,0
couches,10,0
skillfully,0,0
violent,0,0
cheeses,0,0
Bugs,0,0
Bunny,0,0
condom,1,0
bun,1,0
irregular,0,0
recital,0,0
MacBook,5,0
glassblower,0,0
furnace,3,0
assistant,2,0
greenhouse,4,0
featured,0,0
abstract,1,0
Armenian,0,0
genocide,1,0
humorous,0,0
dilapidated,0,0
1950,0,0
greenery,15,0
return,0,0
officials,5,0
realistic,0,0
presence,0,0
savanah,0,0
Performers,16,0
elegant,0,0
sick,0,0
approached,0,0
flamboyant,0,0
feathered,5,0
headress,0,0
toddlers,51,0
turntable,1,0
kiddie,1,0
interactive,0,0
theme,1,0
bot,2,0
strainer,5,0
hips,6,0
eatery,3,0
interchange,0,0
surprise,0,0
mows,0,0
fences,7,0
dummy,0,0
grain,15,0
barrels,18,0
straddle,0,0
choppy,0,0
coin,0,0
Speedskater,1,0
storefronts,8,0
signage,8,0
Arabic,1,0
language,3,0
G,0,0
Unit,0,0
xylophones,3,0
thing,13,0
scale,1,0
paddy,0,0
fifth,0,0
Youth,3,0
pulpit,0,0
stained,1,0
overhang,2,0
STOP,0,0
tomb,0,0
detergent,4,0
Scientists,4,1
sterile,0,0
SANTANA,0,0
57,1,0
occupied,0,0
jokes,0,0
slabs,2,0
prank,0,0
pea,0,0
shooter,0,0
Politician,0,0
McCain,0,0
paste,2,0
wallet,9,0
Colonial,0,0
continues,0,0
throughout,0,0
Kentucky,0,0
Eastern,0,0
As,0,0
identically,0,0
excavation,0,0
grandfather,6,0
grandchild,3,0
drumstick,0,0
stackable,0,0
encircling,0,0
dirk,0,0
thinning,0,0
gifts,15,0
relay,0,0
gum,12,0
pipette,0,0
tubes,7,0
competiting,0,0
sumo,0,0
wrestler,21,0
competiton,0,0
Collie,4,0
doritos,0,0
fooling,0,0
Ten,0,0
slippers,4,0
fulfilling,0,0
stir,0,0
professors,1,0
total,0,0
bassist,4,0
1102,0,0
raincoats,5,0
roast,5,0
poultry,5,0
mitts,0,0
lemon,5,0
Seated,0,0
attaching,0,0
hippy,0,0
streaks,0,0
NFL,1,0
PS3,0,0
boom,0,0
mike,1,0
shrubbery,12,0
cubes,1,0
voting,0,0
60s,0,0
staff,13,0
skislope,0,0
horns,19,0
sanded,0,0
border,0,0
rallies,0,0
escape,1,0
clinic,0,0
acquainted,0,0
Boss,1,0
Life,0,0
notch,0,0
screens,14,0
Takes,0,0
advantage,0,0
accompaniment,0,0
lowly,0,0
continue,0,0
footballer,7,0
sailboats,16,0
colourfully,0,0
END,2,0
WAR,0,0
Jockeys,7,0
blackjack,1,0
dealer,2,0
Exhausted,0,0
Schwinn,0,0
flippers,5,0
Goal,0,0
Tall,1,0
stitches,0,0
speed,4,0
monopoly,10,0
sombreros,5,0
stripper,0,0
wiping,0,0
kitchens,1,0
bookstore,7,0
delivery,0,0
pestle,3,0
milkweed,0,0
deliver,0,0
shipment,0,0
bought,0,0
swap,0,0
grainy,0,0
HELL,3,0
gigantic,0,0
chemists,0,0
sergeant,1,0
troops,2,0
MMA,0,0
fighter,5,0
slamming,0,0
strands,0,0
cliffside,0,0
siren,0,0
hero,7,0
windsurfing,0,0
backpacker,14,0
mark,0,0
sloped,0,0
overlooked,0,0
Postal,0,0
mailbox,7,0
spectate,0,0
Very,0,0
retro,0,0
Valentine,0,0
firetrucks,2,0
unusually,0,0
challenge,0,0
batons,9,0
congested,0,0
roughly,0,0
explaining,0,0
pausing,0,0
monks,21,0
Semi,0,0
Jewish,1,0
Hikers,16,0
easter,0,0
DiPaola,0,0
Turkey,0,0
lame,0,0
films,1,0
comfortably,0,0
70,0,0
Cure,0,0
receives,0,0
bowls,27,0
undershirt,12,0
pizzas,8,0
Indians,6,0
may,0,0
Ballerina,4,0
outboard,0,0
equipped,0,0
kettle,11,0
steaming,0,0
glancing,0,0
slogan,1,0
captive,0,0
hitter,4,0
trumped,0,0
cob,3,0
diners,11,0
towns,0,0
ranks,0,0
beak,11,0
taxicabs,0,0
cylinder,1,0
cottage,2,0
fashionably,0,0
sweatshirts,20,0
greetings,0,0
greeting,0,0
Florida,0,0
Marlins,0,0
Trolley,1,0
bridesmaid,11,0
participates,0,0
sloping,0,0
Something,1,0
Ferris,0,0
wallets,1,0
necks,0,0
Working,0,0
squirt,2,0
keeping,0,0
tailcoat,0,0
pleasant,0,0
Coed,0,0
capris,2,0
antlers,2,0
tussle,1,0
roofing,1,0
primal,0,0
hut,13,0
Sand,0,0
Beach,5,0
squirting,0,0
migrant,0,0
cylindrical,0,0
yells,0,0
checkers,12,0
hawaiin,0,0
cavern,0,0
scrubbing,0,0
pumps,2,0
Direction,0,0
tanning,0,0
wedge,1,0
topped,0,0
awkward,0,0
solution,1,0
opera,0,0
starring,0,0
lobsters,1,0
smell,0,0
Half,0,0
scrum,0,0
willing,1,0
contestants,3,0
carpenter,10,0
Every,1,0
magnetic,0,0
fossils,1,0
bones,3,0
found,0,0
energy,0,0
sniffs,0,0
remnants,0,0
companion,0,0
volcano,0,0
armstand,0,0
Chef,4,0
chops,1,0
Artist,8,0
mirage,0,0
respond,0,0
flicking,0,0
blouses,1,0
wile,0,0
bewildered,0,0
pepper,2,0
potters,0,0
roasting,0,0
smelling,0,0
cats,18,0
Remax,0,0
mushing,0,0
science,2,0
menus,6,0
Airport,0,0
entryway,2,0
presenting,0,0
unconvinced,0,0
judging,0,0
bandaging,0,0
X,1,0
ray,0,0
wreaths,0,0
creme,1,0
hoisted,0,0
instructing,0,0
eleven,0,0
Israel,0,0
Merry,0,0
barettes,0,0
yawns,0,0
broad,0,0
pendant,2,0
markets,1,0
onlooker,8,0
Cooks,4,0
hoping,0,0
winds,0,0
tidal,1,0
instructed,0,0
professor,13,0
Waitress,2,0
waterskis,1,0
peaks,2,0
bruised,0,0
rental,1,0
Teens,6,0
Groucho,2,0
Marx,0,0
beaters,0,0
foamy,0,0
pencils,5,0
octopus,0,0
trailing,0,0
presumably,1,0
tasks,0,0
windsurfer,11,0
risen,0,0
Dunkin,0,0
Donuts,0,0
icy,11,0
Kayacker,1,0
downstream,0,0
population,1,0
Pike,0,0
Place,1,0
IMPEACH,0,0
curl,0,0
sarongs,0,0
targeting,0,0
upcoming,0,0
season,0,0
judgement,0,0
Union,1,0
Jacks,0,0
glides,2,0
Riding,0,0
gondolas,3,0
canals,0,0
Suecia,0,0
Hipster,1,0
Puma,0,0
pak,0,0
kickstand,0,0
Pan,0,0
handler,4,0
barriers,9,0
packing,0,0
pub,2,0
calibrating,0,0
suck,0,0
lollipops,5,0
retreiver,0,0
corporate,0,0
scratches,2,0
bystander,1,0
arrangements,0,0
unidentified,0,0
Pullman,0,0
ducks,43,0
embraced,0,0
obstructed,0,0
Pokemon,3,0
Wal,0,0
Mart,0,0
huddle,0,0
Stonehurst,0,0
ICE,0,0
raids,0,0
earring,10,0
galloping,0,0
convening,0,0
Aberdeen,0,0
activity,1,0
circuit,2,0
based,0,0
experiments,0,0
Pioneer,0,0
County,0,0
sciences,0,0
gang,1,0
Thursday,0,0
busily,0,0
swoops,0,0
capes,2,0
Groupe,0,0
Air,0,0
airplanes,3,0
saddle,13,0
North,0,0
encounters,0,0
oars,14,0
metallic,4,0
embraces,0,0
180,0,0
cascading,0,0
slices,2,0
vocalist,0,0
boogie,3,0
airwoman,0,0
desktop,2,0
Wells,0,0
grimaces,0,0
bared,0,0
unemployed,0,0
requesting,0,0
reviewing,0,0
Georgia,0,0
unparalleled,0,0
trainer,7,0
Security,1,0
lining,0,0
confection,0,0
Teenage,0,0
those,14,0
volcanoes,1,0
fries,2,0
Adidas,1,0
Lone,0,0
peaceful,0,0
walkable,0,0
footprints,7,0
ovals,0,0
replacing,0,0
interferes,0,0
Summer,0,0
tip,1,0
toeing,0,0
muxzzled,0,0
Dress,0,0
Shirts,3,0
rake,1,0
removes,0,0
imagination,0,0
clasped,0,0
forth,0,0
solemn,0,0
steamroller,2,0
crushing,0,0
YOU,0,0
ARE,0,0
HERE,0,0
beg,0,0
frilly,0,0
brooms,15,0
wielding,0,0
picked,0,0
harvested,1,0
Twister,7,0
producing,0,0
violinist,1,0
heaps,0,0
elementary,0,0
Clause,0,0
brave,1,0
precision,0,0
ease,0,0
wound,0,0
lucha,0,0
libres,0,0
calendar,1,0
underdeveloped,0,0
conifer,1,0
Nueske,0,0
embroidered,1,0
maestro,0,0
outspread,0,0
ecstatic,0,0
yellowed,0,0
seeming,0,0
happening,0,0
submerges,0,0
Horse,9,0
sexy,5,0
Through,0,0
gently,0,0
tummy,0,0
braided,4,0
Hands,5,0
fingernails,4,0
unscrewing,0,0
proud,0,0
returns,0,0
fetched,0,0
Fender,0,0
Telecaster,0,0
Fathers,2,0
swordfish,4,0
donuts,12,0
saxaphone,0,0
acrobatic,1,0
advertises,0,0
insurance,2,0
supported,0,0
chord,0,0
wraps,0,0
coke,2,0
bounce,2,0
Soldier,5,0
slumped,0,0
hookahs,1,0
astonished,0,0
fort,0,0
tonka,0,0
waterside,1,0
reentry,0,0
shined,0,0
panel,8,0
punches,5,0
perfume,1,0
rakes,3,0
farming,1,0
streetpole,0,0
snoopy,1,0
witness,1,0
plunge,0,0
pasture,7,0
afar,0,0
Waitstaff,1,0
shorter,0,0
mortar,1,0
anchor,2,0
ornament,5,0
hewn,0,0
seriously,0,0
reclining,0,0
cracked,0,0
assembled,1,0
reversal,0,0
applied,0,0
sparkly,1,0
agriculture,0,0
description,0,0
colourful,0,0
Snowboarder,30,0
Infineon,0,0
Technologies,0,0
muffling,0,0
screws,0,0
mourns,0,0
quails,0,0
oversees,0,0
pamphlets,5,0
enchilada,0,0
L.,1,0
Vaggi,0,0
enters,0,0
puckering,0,0
Dasani,0,0
Water,16,0
meditating,0,0
caravan,0,0
Cyclist,19,0
Parking,1,0
Notre,0,0
Dame,1,0
bottled,8,0
treads,2,0
piloting,0,0
wizard,0,0
Justicia,0,0
sin,0,0
Olvido,0,0
bullets,0,0
mill,0,0
Camp,0,0
leaders,4,0
organize,0,0
hysterically,0,0
indicating,0,0
samples,3,0
bottomed,0,0
poling,0,0
roulette,4,0
confer,0,0
Candles,1,0
Camouflaged,0,0
unsual,0,0
leisurely,0,0
pace,0,0
slate,0,0
Overly,0,0
chokes,0,0
dong,0,0
shoddy,0,0
V,0,0
rested,0,0
Quattro,0,0
emptied,0,0
breaking,1,0
newly,1,0
constructed,1,0
Programmes,0,0
Cream,0,0
lounge,3,0
Professional,0,0
loosing,0,0
postings,0,0
stainless,0,0
wets,0,0
catering,0,0
taxis,8,0
singed,0,0
icing,0,0
cupcakes,11,0
Social,0,0
fireside,1,0
manipulating,0,0
Topless,0,0
smeared,0,0
boot,13,0
darker,0,0
maryjane,0,0
NYPD,0,0
empire,0,0
villages,0,0
Jeeps,1,0
lightsaber,0,0
mulch,4,0
Ont,0,0
wonder,0,0
won,0,0
shadowy,1,0
Mixed,0,0
robed,1,0
trek,1,0
summit,4,0
hazy,0,0
skeleton,2,0
Pac,0,0
Ghost,0,0
emotion,0,0
Dalmation,2,0
lunches,0,0
Warrior,0,0
aerodynamic,0,0
Tattooed,0,0
signpost,0,0
heron,4,0
headset,12,0
seaweed,13,0
attraction,1,0
Park,5,0
stages,0,0
strokes,0,0
spar,0,0
18th,0,0
approximately,0,0
delivering,0,0
ping,1,0
pong,4,0
tortillas,2,0
Houston,0,0
Texans,0,0
Minnesota,0,0
Vikings,0,0
bounding,0,0
tuxedos,21,0
dugout,3,0
plum,0,0
apples,32,0
Shirt,9,0
collective,0,0
weapon,2,0
playhouse,0,0
typing,0,0
sizes,0,0
shapes,6,0
Armed,0,0
strumming,0,0
readily,0,0
Pictures,1,0
twin,1,0
motorist,4,0
bystanders,26,0
cycle,3,0
Stevie,1,0
Wonder,3,0
kerchief,0,0
ingredient,1,0
jar,16,0
midget,0,0
preserve,0,0
flapper,0,0
peddling,0,0
illustration,3,0
hardware,2,0
worked,0,0
adjust,0,0
puma,1,0
extension,0,0
cord,4,0
encourages,0,0
Villager,1,0
oppose,0,0
darkly,0,0
zipper,0,0
preparer,0,0
flambe,0,0
charged,0,0
impatiently,0,0
leopard,3,0
later,0,0
prow,0,0
1800s,0,0
sigh,1,0
swept,0,0
flood,2,0
blade,2,0
diet,0,0
cattails,0,0
sequins,1,0
spangles,1,0
trimming,0,0
smoothies,2,0
circles,6,0
sparkler,0,0
Catcher,2,0
Aunt,0,0
Jemima,0,0
mothers,11,0
Prince,1,0
Fielder,2,0
Milwaukee,0,0
Brewers,0,0
Carlos,0,0
Ruiz,0,0
Philadelphia,0,0
Phillies,0,0
admires,0,0
saxophonists,0,0
clarinetist,0,0
stripy,0,0
haystack,0,0
adjoining,0,0
flings,0,0
drapped,0,0
cloaks,1,0
plantation,0,0
becomes,0,0
rollerskater,0,0
avenue,2,0
walkman,0,0
toil,0,0
smelting,0,0
Ukrainian,0,0
Israeli,0,0
force,2,0
rims,1,0
sheepdog,6,0
steal,0,0
former,0,0
fliers,10,0
Adirondack,1,0
combed,0,0
childhood,0,0
movies,1,0
pudgy,1,0
glassware,3,0
healthy,0,0
Short,0,0
Kenya,0,0
innertube,2,0
saltwater,0,0
concentration,0,0
texting,2,0
memorable,0,0
joyfully,0,0
cleanser,0,0
thousand,1,0
Bollywood,0,0
Dreams,3,0
lacy,0,0
heard,0,0
iron,7,0
laden,0,0
circus,1,0
braids,20,0
accompanied,0,0
wuth,0,0
looming,0,0
upstairs,2,0
announcing,0,0
include,0,0
contained,0,0
jamming,0,0
felt,3,0
sculpting,0,0
monster,0,0
gazebo,11,0
brochure,0,0
Hartman,0,0
Prehistoric,0,0
Garden,0,0
postcards,6,0
joke,0,0
shits,0,0
Together,0,0
seperate,0,0
turquoise,9,0
pant,11,0
daisy,1,0
steamy,0,0
maneuvering,0,0
sponge,4,0
Latin,0,0
adventurous,0,0
moved,0,0
rate,0,0
headfirst,2,0
cases,1,0
scratching,0,0
wax,1,0
corrections,0,0
Deleon,0,0
accomplishing,0,0
donned,0,0
Frog,2,0
pages,1,0
journalists,0,0
runway,4,0
buddhist,0,0
unicycles,6,0
sculpts,0,0
sparkling,1,0
swirls,0,0
Riot,0,0
mob,2,0
chained,0,0
barricades,3,0
bodyless,0,0
Grandfather,3,0
fairly,0,0
mannequins,9,0
bullet,0,0
handgun,0,0
Usain,1,0
Bolt,0,0
towering,0,0
postman,1,0
mail,4,0
lamps,14,0
shin,2,0
inflate,0,0
perm,1,0
connects,0,0
blank,0,0
weighing,0,0
meats,13,0
bares,0,0
Jesus,5,0
Hell,1,0
arid,2,0
tins,1,0
blast,0,0
igloo,0,0
49ers,0,0
due,0,0
hammers,1,0
anvil,2,0
someones,0,0
sleds,6,0
motorhome,1,0
cropped,3,0
incomplete,0,0
reign,0,0
breastfeeding,0,0
gaga,0,0
Cadillac,0,0
neat,0,0
shredded,0,0
Will,0,0
Do,0,0
observer,0,0
headrests,0,0
bandaged,0,0
ISAF,1,0
medieval,1,0
knight,2,0
central,0,0
gone,0,0
patrollers,0,0
overturn,0,0
positioning,0,0
bras,5,0
rocket,1,0
await,0,0
content,0,0
inch,0,0
dye,0,0
wetland,1,0
collars,9,0
positioned,0,0
plucking,0,0
rocker,7,0
spotters,2,0
inches,0,0
muslim,1,0
toenails,0,0
packets,2,0
KitchenAid,6,0
appliances,2,0
clarinet,3,0
stilts,42,0
peek,0,0
boo,0,0
expressions,3,0
crammed,0,0
Car,7,0
comprised,0,0
snowfalls,3,0
archaic,0,0
Corgi,1,0
defending,0,0
newlyweds,3,0
easterner,0,0
stays,0,0
looms,1,0
onward,0,0
moderately,0,0
Sox,0,0
Hot,0,0
choosing,0,0
drugstore,1,0
acrobatics,4,0
ShoeGasm,1,1
mason,0,0
polling,0,0
:,0,0
clerk,4,0
architect,1,0
architects,2,0
sporty,0,0
manicured,0,0
flautist,0,0
extendable,0,0
connectors,1,0
battery,0,0
powered,1,0
font,0,0
sweet,2,0
napkin,3,0
blowers,0,0
patches,0,0
internet,2,0
comfort,0,0
superhero,0,0
laborer,2,0
TV,7,0
luck,0,0
Newlyweds,7,0
comically,0,0
rosy,0,0
hound,7,0
prey,1,0
BlackBerry,0,0
question,0,0
launcher,0,0
yachts,2,0
kickboxers,0,0
necked,1,0
function,0,0
Ron,0,0
Paul,3,0
memorial,4,0
Delwood,0,0
Neighborhood,0,0
annual,0,0
4th,0,0
July,0,0
rex,0,0
vision,0,0
Sesame,0,0
overcrowded,0,0
Bicycles,3,0
37,2,0
multi,0,0
Doctors,7,0
elf,0,0
Airways,0,0
Rapids,1,0
effects,0,0
frolic,0,0
flora,0,0
Sightseers,1,0
latex,0,0
compressing,0,0
aid,0,0
noticing,0,0
accompanies,0,0
grandmother,9,0
zebra,4,0
chemise,1,0
appliance,0,0
handcuffed,0,0
blankly,0,0
beefy,0,0
stains,0,0
Military,2,0
nearly,0,0
outfielder,4,0
bases,3,0
safari,0,0
hunter,2,0
camo,1,0
earpiece,0,0
formula,0,0
contracption,0,0
Morris,0,0
anonymous,0,0
gotten,0,0
kelly,0,0
perches,0,0
Psychic,0,0
Readings,0,0
Lillian,0,0
soaring,0,0
ornamental,2,0
adopts,0,0
wiht,0,0
Pharmacy,0,0
reflects,0,0
contemplatively,0,0
wreckage,1,0
aside,1,0
lumberyard,0,0
depicts,0,0
beef,4,0
puffy,0,0
chip,0,0
purchasing,0,0
retriever,37,0
provides,0,0
horizontally,0,0
tuque,0,0
learns,0,0
assistants,0,0
astronaut,0,0
steeples,1,0
stickball,1,0
cartwheeling,0,0
network,0,0
jobs,1,0
explosion,1,0
occurred,0,0
80,0,0
related,0,0
sitts,0,0
wispy,0,0
sampling,0,0
flinging,0,0
Space,1,0
Needle,0,0
janitors,0,0
pews,6,0
appreciation,0,0
Yellow,1,0
shading,0,0
levels,1,0
decent,0,0
outing,0,0
conditions,0,0
DC,0,0
swans,8,0
Jumbotron,1,0
flatbed,3,0
Crosscountry,0,0
chaps,9,0
national,0,0
Kingdom,0,0
freckles,3,0
crumbling,0,0
foot-,0,0
guest,1,0
Arabian,0,0
crooked,0,0
ziplock,0,0
colliding,0,0
escalators,7,0
burrito,0,0
painter,19,0
might,0,0
cartwheels,4,0
donning,0,0
testing,0,0
youngest,0,0
cutouts,1,0
Volunteer,1,0
Parks,0,0
stealing,0,0
groomer,0,0
clippers,1,0
brighty,0,0
curtains,13,0
confusion,0,0
observed,0,0
thicket,0,0
immediate,0,0
gated,0,0
unwraps,0,0
calzone,0,0
portraits,5,0
Reflections,1,0
sledgehammer,0,0
11:27,0,0
nervous,0,0
mariachi,0,0
trumpets,6,0
plowing,0,0
technique,1,0
questionable,0,0
editing,0,0
techniques,1,0
heating,0,0
tonight,0,0
vitamin,0,0
ascend,0,0
waists,1,0
slicker,0,0
permanent,0,0
dashes,0,0
elevation,1,0
Heavy,0,0
leveling,0,0
readying,0,0
Joplin,1,0
agitated,0,0
buttoned,0,0
cheers,0,0
anxiously,0,0
43,0,0
kung,0,0
fu,1,0
buffer,0,0
unrolling,0,0
shoves,0,0
Verizon,0,0
Adult,5,0
tastes,0,0
pregnant,2,0
Nintendo,3,0
DS,0,0
Crowds,9,0
peddle,0,0
limo,10,0
verbal,0,0
owls,1,0
Interior,0,0
Planet,0,0
memorabilia,1,0
stories,1,0
chisel,11,0
carvings,1,0
playboy,0,0
paleontologist,0,0
archeologist,0,0
bargemen,0,0
walkie,0,0
talkie,0,0
rasta,0,0
congregation,2,0
worshipping,0,0
coached,0,0
piccolo,0,0
rhythmic,0,0
gave,0,0
birth,0,0
downsteps,0,0
fielding,0,0
snare,0,0
dappled,0,0
Along,0,0
twisting,1,0
bio,0,0
hazard,0,0
steamed,0,0
crabs,6,0
boyfriend,1,0
spending,0,0
unamused,0,0
escalating,0,0
Dale,0,0
Earnhardt,0,0
Jr.,0,0
barrette,0,0
pursing,0,0
milkshake,0,0
unload,0,0
staue,0,0
graph,0,0
weighs,0,0
exotic,0,0
presses,1,0
saddles,1,0
donut,1,0
Nowadays,0,0
plug,1,0
email,0,0
sombody,0,0
dogwood,0,0
careful,0,0
atomic,0,0
Trampolines,1,0
paddlers,3,0
furiously,0,0
nativity,0,0
honor,0,0
depicted,0,0
merchants,0,0
hawk,10,0
comforting,0,0
uniquely,0,0
Playboy,1,0
aghast,0,0
pondering,0,0
painters,6,0
railings,16,0
skidding,0,0
bounces,0,0
cloak,0,0
recoiling,0,0
treated,0,0
crust,0,0
Swatch,1,0
Weimeraners,0,0
arched,3,0
deli,9,0
drawer,7,0
terrycloth,0,0
ruler,0,0
sodas,6,0
perspective,0,0
Numbered,0,0
participants,11,0
K,1,0
SHOESHINE,0,0
ranch,1,0
Settlers,0,0
Catan,0,0
downtrodden,0,0
submit,0,0
husky,4,0
watery,1,0
heights,0,0
sisters,12,0
hallways,1,0
Falcons,0,0
Airborne,0,0
tampering,0,0
tapestry,1,0
impedes,0,0
tarpaulin,1,0
barred,0,0
edgy,0,0
shallots,1,0
Handbook,0,0
cultivated,1,0
plots,0,0
letter,2,0
moments,0,0
Mud,0,0
Safety,0,0
rust,0,0
CUBS,0,0
reviews,0,0
Diners,4,0
shelter,7,0
focuses,0,0
processing,0,0
intricately,0,0
clocks,1,0
topiary,0,0
hedge,2,0
ladybug,0,0
handkerchiefs,2,0
significant,0,0
patty,0,0
am,0,0
clenches,0,0
decked,0,0
submerged,0,0
chipmunk,1,0
mimes,3,0
inlets,0,0
wields,0,0
interrupted,0,0
direct,0,0
duet,0,0
daddy,4,0
overcoat,21,0
44,1,0
stadning,0,0
baptized,0,0
stethoscope,1,0
unlit,0,0
Iowa,0,0
Stat,0,0
State,0,0
71,0,0
Bykuwski,0,0
M,0,0
woodwind,1,0
Thistle,0,0
buckle,1,0
remember,0,0
1915,1,0
1923,1,0
garish,0,0
windsurfs,0,0
dorm,0,0
losing,0,0
grip,2,0
sapling,0,0
overcast,1,0
energized,0,0
escorted,0,0
sauna,4,0
kayakers,12,0
potter,1,0
donation,0,0
Salvation,0,0
gust,0,0
Bistro,0,0
accepts,0,0
Genocide,0,0
welds,0,0
Rotweiler,1,0
somewhat,0,0
bigwheels,0,0
Dalmatian,0,0
scary,0,0
nursery,0,0
mismatched,0,0
angrily,0,0
goldfish,1,0
defends,0,0
helm,0,0
forces,0,0
cubby,0,0
tripods,4,0
planes,3,0
coolest,0,0
spreading,0,0
brighly,0,0
trowing,0,0
clergy,0,0
roughhousing,0,0
Even,0,0
cooler,9,0
taupe,0,0
binder,0,0
pavers,0,0
celebrates,0,0
mirthlessly,0,0
joined,0,0
Crosswalk,1,0
Patrons,5,2
carves,0,0
tarp,17,0
spiral,0,0
booklet,4,0
opulent,0,0
shoemaker,0,0
elliptical,0,0
grinning,0,0
clustered,0,0
bordering,0,0
bluish,0,0
buttoning,0,0
solid,1,0
potties,0,0
dressy,1,0
symbols,7,0
bead,5,0
concoction,1,0
shrugs,0,0
Samsung,1,0
unfolds,0,0
%,0,0
SALE,0,0
spindles,0,0
decor,0,0
Taxi,0,0
roomful,0,0
foregrounded,0,0
placard,0,0
rappels,0,0
sheer,1,0
gliding,0,0
ox,6,0
braid,4,0
pompoms,2,0
Outside,0,0
Builders,1,0
spits,0,0
Get,0,0
Job,0,0
burying,0,0
rid,0,0
speckled,0,0
rhythm,0,0
slider,1,0
pinkie,0,0
sprints,0,0
cocker,1,0
spaniels,0,0
snowmobiles,4,0
floatation,0,0
lodge,1,0
Rafting,0,0
46,1,0
Sonoma,0,0
Artisan,0,0
Sourdough,0,0
Baker,0,0
Kennel,0,0
Club,0,0
efficiently,0,0
bottoms,29,0
Helmeted,0,0
vested,1,0
TubeLine,0,0
Quite,0,0
Korea,0,0
arrested,0,0
cop,14,0
Big,0,0
vibrating,0,0
massage,0,0
metalized,0,0
collecting,0,0
kart,2,0
Foreign,0,0
Mermaid,0,0
Thin,0,0
1:55,0,0
pm,0,0
according,0,0
sullen,0,0
passage,0,0
arrangement,0,0
flutes,6,0
novelties,1,0
Demonstrators,3,0
freedom,0,0
Gaza,0,0
bonding,0,0
mustard,3,0
atrium,0,0
oddly,0,0
conductors,0,0
Jelly,1,0
Belly,0,0
industry,0,0
always,0,0
tier,0,0
seniors,6,0
scissors,25,0
must,0,0
SquarePants,0,0
Komodo,0,0
Museumsbutikken,0,0
studied,0,0
Cofain,1,0
classical,0,0
tether,1,0
Golfer,4,0
golfers,3,0
literary,0,0
kill,0,0
mockingbird,0,0
Indoor,0,0
cozily,0,0
cookout,1,0
rub,0,0
humping,0,0
Corgis,0,0
enjoyed,0,0
Kettle,0,0
Corn,0,0
surronded,0,0
Thailand,0,0
Happy,0,0
Birthday,3,0
Quinn,1,0
Clown,8,0
tiptoeing,0,0
shared,0,0
reasons,1,0
playgroud,0,0
tradition,0,0
hardly,0,0
Observers,3,0
romp,0,0
holing,0,0
lonely,4,0
Karaoke,0,0
trims,0,0
mopeds,7,0
mushrooms,5,0
Travelers,6,0
VFW,0,0
formations,0,0
junk,5,0
tepee,0,0
bracing,0,0
potential,0,0
dangers,0,0
skywalk,0,0
fielders,0,0
rig,1,0
preservers,1,0
aliens,2,0
encounter,0,0
howling,0,0
clams,4,0
sweatpants,25,0
You,0,0
wish,0,0
theirs,0,0
maneuvers,1,0
Tent,1,0
DMC,0,0
fuels,0,0
jetliner,1,0
waterski,0,0
sons,2,0
chisels,0,0
accelerates,0,0
Outdoor,0,0
ed,0,0
daylight,2,0
Zombies,1,0
awards,4,0
constructive,0,0
triathlon,0,0
Bridges,0,0
Good,2,0
DNA,0,0
TRY,0,0
ME,1,0
England,0,0
fangs,3,0
ginger,0,0
hour,0,0
playpen,4,0
grate,4,0
pear,0,0
LeBron,0,0
James,3,0
layup,0,0
om,0,0
cruisship,0,0
Qantas,0,0
Airlines,0,0
tarmac,0,0
ensure,0,0
centurion,0,0
fighting-,0,0
Tour,0,0
terrorist,0,0
spend,0,0
pruning,1,0
motorcyclists,35,0
modular,1,0
90,0,0
puzzle,0,0
manipulated,0,0
experiment,0,0
Walgreens,3,0
european,0,0
grunge,0,0
causing,0,0
expansive,0,0
nurses,17,0
Sallie,0,0
Mae,0,0
prairie,2,0
Sad,0,0
chips,12,0
Vanguard,0,0
bulldog,9,0
Batman,3,0
daily,0,0
